location_id,store_code,name,address,city,state,pincode,latitude,longitude,primary_category,phone,website,average_rating,total_reviews,is_verified
ee0b8a22-03cf-4954-85dd-ef9608d53a07,CHE-002,Eye Care Center - Anna Nagar,"463, Anna Nagar Main Road, Anna Nagar",Chennai,Tamil Nadu,600020,13.071067,80.311833,Eye Care Center,+91-8714835614,https://healthcare-brand.com/che-002,5.0,276,True
0bf8659e-fc14-406d-9e91-30f304295e3f,LUC-003,Diagnostic Center - Alambagh,"461, Alambagh Main Road, Alambagh",Lucknow,Uttar Pradesh,226012,26.832657,80.854566,Diagnostic Center,+91-7643491314,https://healthcare-brand.com/luc-003,4.5,45,True
0f6e0eb2-eb1a-4904-8c85-65ead0a07f90,KOL-001,Physiotherapy Center - Alipore,"416, Alipore Main Road, Alipore",Kolkata,West Bengal,700023,22.553875,88.388032,Physiotherapy Center,+91-9865337219,https://healthcare-brand.com/kol-001,4.4,142,False
976ea37d-8af8-4210-8b47-fc09b6a346ff,GUR-002,Physiotherapy Center - Gurgaon,"360, Gurgaon Main Road, Gurgaon",Gurgaon,Haryana,456674,28.545663,77.087047,Physiotherapy Center,+91-8215197528,https://healthcare-brand.com/gur-002,3.8,140,True
22adaa59-64a3-4cc2-b3f8-f4a83496ff12,HYD-003,Physiotherapy Center - Jubilee Hills,"99, Jubilee Hills Main Road, Jubilee Hills",Hyderabad,Telangana,500052,17.46869,78.456632,Physiotherapy Center,+91-8047393469,https://healthcare-brand.com/hyd-003,3.7,124,True
b17098f7-b6cf-4530-8699-0166dddd5fe5,NOI-002,Hospital - Noida,"450, Noida Main Road, Noida",Noida,Uttar Pradesh,536952,28.563796,77.370936,Hospital,+91-7587925434,https://healthcare-brand.com/noi-002,4.4,54,True
d6218bb6-af68-48d4-ba7b-85458b16e936,CHE-003,Medical Clinic - T Nagar,"198, T Nagar Main Road, T Nagar",Chennai,Tamil Nadu,600116,13.102014,80.239837,Medical Clinic,+91-8835511941,https://healthcare-brand.com/che-003,4.5,54,True
5c762e17-4c96-4682-b7bb-0b5a5c210b5a,GUR-003,Medical Clinic - Gurgaon,"187, Gurgaon Main Road, Gurgaon",Gurgaon,Haryana,626125,28.463484,77.087902,Medical Clinic,+91-7299152472,https://healthcare-brand.com/gur-003,4.2,65,True
5b4b6950-6824-492e-8244-6bd6971d0b95,LUC-004,Eye Care Center - Indira Nagar,"357, Indira Nagar Main Road, Indira Nagar",Lucknow,Uttar Pradesh,226010,26.916303,80.990151,Eye Care Center,+91-8727084279,https://healthcare-brand.com/luc-004,3.9,91,True
47d01048-2d22-4b7e-a06e-3be00ce70252,CHA-007,Eye Care Center - Chandigarh,"147, Chandigarh Main Road, Chandigarh",Chandigarh,Punjab,510197,30.782927,76.714205,Eye Care Center,+91-8387844239,https://healthcare-brand.com/cha-007,4.3,78,True
0541f235-d150-4afd-9ad8-a478c45da6fa,KOL-002,Pharmacy - New Town,"338, New Town Main Road, New Town",Kolkata,West Bengal,700011,22.561032,88.30664,Pharmacy,+91-7979182797,https://healthcare-brand.com/kol-002,4.3,61,True
04fe2275-c185-47b2-bbc9-89e674f1a9e4,LUC-005,Medical Clinic - Indira Nagar,"24, Indira Nagar Main Road, Indira Nagar",Lucknow,Uttar Pradesh,226008,26.910385,80.996428,Medical Clinic,+91-8592043803,https://healthcare-brand.com/luc-005,3.7,43,True
1c1a17a8-0b5d-43f7-b755-63e09120f72c,DEL-001,Pharmacy - Dwarka,"336, Dwarka Main Road, Dwarka",Delhi,Delhi,110089,28.691127,77.224134,Pharmacy,+91-7024305904,https://healthcare-brand.com/del-001,3.9,58,True
b8524585-4c69-4f46-bfe2-60dda7ced2ed,HYD-004,Physiotherapy Center - Jubilee Hills,"63, Jubilee Hills Main Road, Jubilee Hills",Hyderabad,Telangana,500059,17.476593,78.490292,Physiotherapy Center,+91-7472363359,https://healthcare-brand.com/hyd-004,2.7,74,True
f3d68d94-637c-4a8c-801e-d1192fc4756c,JAI-003,Hospital - Raja Park,"465, Raja Park Main Road, Raja Park",Jaipur,Rajasthan,302036,27.002408,75.865585,Hospital,+91-8431361812,https://healthcare-brand.com/jai-003,4.0,146,True
77cb6d3b-e2a3-479c-890d-7b146f837fb0,AHM-004,Hospital - CG Road,"141, CG Road Main Road, CG Road",Ahmedabad,Gujarat,380029,23.072855,72.639373,Hospital,+91-7248349783,https://healthcare-brand.com/ahm-004,4.0,70,True
ff25e902-2f69-48ff-aafc-d181e0452b87,KOL-003,Dental Clinic - Howrah,"209, Howrah Main Road, Howrah",Kolkata,West Bengal,700043,22.488716,88.294066,Dental Clinic,+91-8772535301,https://healthcare-brand.com/kol-003,4.6,206,True
0a75782b-7db9-47d4-b61f-1be39f23eb90,HYD-005,Pharmacy - Madhapur,"245, Madhapur Main Road, Madhapur",Hyderabad,Telangana,500001,17.465968,78.503516,Pharmacy,+91-8150079111,https://healthcare-brand.com/hyd-005,4.3,88,True
6cd74829-caaf-4a95-ae56-70bd961537ff,IND-002,Dental Clinic - Indore,"249, Indore Main Road, Indore",Indore,Madhya Pradesh,415218,22.769103,75.866926,Dental Clinic,+91-8255114543,https://healthcare-brand.com/ind-002,3.7,95,True
d1cd261b-2772-4234-b2f9-f4db78c3afbc,NOI-003,Eye Care Center - Noida,"465, Noida Main Road, Noida",Noida,Uttar Pradesh,606581,28.468509,77.384478,Eye Care Center,+91-8885751409,https://healthcare-brand.com/noi-003,3.1,21,True
0765bb0b-d2f2-472a-991a-229cc52bbb05,DEL-002,Diagnostic Center - Dwarka,"390, Dwarka Main Road, Dwarka",Delhi,Delhi,110049,28.68727,77.145346,Diagnostic Center,+91-7866581473,https://healthcare-brand.com/del-002,4.0,83,True
7a8a8e58-55e0-439f-84cc-a5b740dbd121,DEL-003,Medical Clinic - Dwarka,"21, Dwarka Main Road, Dwarka",Delhi,Delhi,110004,28.663705,77.119417,Medical Clinic,+91-7736757737,https://healthcare-brand.com/del-003,3.6,123,True
e5ccf545-9f84-49c9-b182-f89274aeb1e9,LUC-006,Diagnostic Center - Gomti Nagar,"189, Gomti Nagar Main Road, Gomti Nagar",Lucknow,Uttar Pradesh,226006,26.771944,80.980092,Diagnostic Center,+91-8991503378,https://healthcare-brand.com/luc-006,4.2,138,True
