review_id,location_id,rating,review_text,reviewer_name,review_date,language,has_reply,reply_text
d752def7-e885-440e-8423-89f6c9b1591e,bae89f03-99cc-4047-9ceb-2c85bf045ce1,4,Friendly staff and competent doctors. No complaints at all.,Ravi S,2024-07-28,en,False,
b53fef01-bccf-40d1-b92a-5a1000cb5016,96ba4331-2862-4a3a-bff5-8528e6eaaa28,5,Affordable prices and quality care. The reception staff is also very polite.,Priya M,2024-08-18,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
edf40ef1-3710-43e4-8177-c6b285495e0e,ee0b8a22-03cf-4954-85dd-ef9608d53a07,4,Best clinic in the area. Staff is very helpful and caring.,Anita S,2024-11-08,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
d7d00aa0-68e0-46bc-bb7f-df9e32429aa0,76fb61ba-b9e4-4c15-9115-505453cec359,5,Clean facility and minimal wait time. Very satisfied.,Vivek R,2024-06-01,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
43722d44-7c5e-4526-8c2b-70ff0a886b2f,ee0b8a22-03cf-4954-85dd-ef9608d53a07,5,Quick diagnosis and effective treatment. Will visit again.,Amit K,2024-11-27,en,False,
9baa33db-e00a-440b-a620-96fe65dbd6ee,976ea37d-8af8-4210-8b47-fc09b6a346ff,1,The clinic was not clean. Hygiene standards need improvement.,Deepa V,2024-09-17,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
415a1150-4a2a-47f8-bd70-159cdc5df885,0f6e0eb2-eb1a-4904-8c85-65ead0a07f90,2,Staff at the counter was dismissive and unhelpful when I had questions.,Sanjay P,2024-10-31,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
7f2fedbe-b3f6-4af8-b731-6049a5b09e16,6cd74829-caaf-4a95-ae56-70bd961537ff,4,Quick diagnosis and effective treatment. Will visit again.,Arun G,2024-11-27,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
a69614cf-d42a-4713-87b0-2242df910d28,1302182e-13c4-4fdd-be4f-8d17a5fe4a04,4,बहुत अच्छी सेवा। डॉक्टर बहुत अनुभवी हैं।,Suresh B,2025-01-14,hi,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
1e2e8520-9b1b-49b4-9a3d-7e88eb677f8d,ee0b8a22-03cf-4954-85dd-ef9608d53a07,5,Friendly staff and competent doctors. No complaints at all.,Prakash N,2024-10-29,en,False,
e987b64b-9c07-4c76-ba95-0e437d1b76db,976ea37d-8af8-4210-8b47-fc09b6a346ff,4,बहुत अच्छी सेवा। डॉक्टर बहुत अनुभवी हैं।,Manoj L,2024-09-29,hi,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
9ab1a9d9-2d4b-4be7-8ae1-ad0d2c72facd,6cd74829-caaf-4a95-ae56-70bd961537ff,5,Had a great experience. The doctor was patient and thorough.,Sunita K,2024-06-24,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
b22ea193-d904-42ad-9ba8-86b0484a2521,34b60802-ad5c-4b43-be62-077f1101aea4,4,Very hygienic place with modern equipment. Doctors explain everything clearly.,Meera N,2024-09-14,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
40832e48-8515-4f31-964a-ddb838e28ed0,0f6e0eb2-eb1a-4904-8c85-65ead0a07f90,4,Excellent service and very professional staff. Highly recommended!,Arun G,2024-09-25,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
02933787-25d4-40b5-acd9-2698a58c68bc,5ae48bc4-b380-41d9-a346-ee8919814932,1,Very long wait time despite appointment. Disappointing.,Manoj L,2024-11-16,en,False,
bd1052ea-40df-46fa-b978-361af81cef69,96ba4331-2862-4a3a-bff5-8528e6eaaa28,5,Had a great experience. The doctor was patient and thorough.,Priya M,2024-11-08,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
bb630841-ab79-4745-b267-9891c776d1d1,5fac8155-dbfb-4de0-82c3-daca29feeb49,4,Had a great experience. The doctor was patient and thorough.,Sneha R,2025-01-12,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
bf759c3e-8465-4d14-b89f-7ec9929c65df,7103955b-c2c2-4742-a11f-361b8abd9d41,4,Clean facility and minimal wait time. Very satisfied.,Neha T,2024-08-19,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
bbb27772-853e-436c-9d68-444275226767,96ba4331-2862-4a3a-bff5-8528e6eaaa28,5,The doctors here are very knowledgeable. Great experience overall.,Kiran J,2024-09-27,en,False,
cd11cb55-176c-4670-a565-145effbd4ff6,f3d68d94-637c-4a8c-801e-d1192fc4756c,4,Top-notch medical care. The entire team is professional.,Gaurav H,2024-11-28,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
4c465721-3953-4660-b0b5-f2d79be0132a,82ed208b-1cca-4e5f-803d-2754558b4cb7,5,Clean facility and minimal wait time. Very satisfied.,Pooja G,2024-09-07,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
9c5a1b23-78d7-40ce-996d-93b97cde59c7,1302182e-13c4-4fdd-be4f-8d17a5fe4a04,2,The waiting area was unclean. Needs better maintenance.,Gaurav H,2024-12-19,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
ff50f0ba-56fc-4273-ad37-e7b95c685f9f,c200addf-e7ef-4cb8-8f05-42b69f3bad98,2,Appointment got cancelled last minute without notice. Unprofessional.,Neha T,2025-01-08,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
08416627-cc3a-4842-a60c-3716a622fdee,82ed208b-1cca-4e5f-803d-2754558b4cb7,5,Affordable prices and quality care. The reception staff is also very polite.,Swati B,2024-09-25,en,False,
1226f552-da6f-44be-be96-b39f4169b596,16221448-4597-49e7-8f57-d03e1669f805,3,It was fine. Nothing exceptional but got the job done.,Priya M,2025-01-06,en,False,
4786e406-ebfa-44e3-a109-5c84ee1b72a0,441f5724-2418-4655-ba29-d09d1a34c32b,5,Affordable prices and quality care. The reception staff is also very polite.,Lakshmi V,2024-09-07,en,False,
6bdae885-70e8-40b6-91f0-2ee231c263fe,b8524585-4c69-4f46-bfe2-60dda7ced2ed,1,Charged extra without explanation. Bill was 50% more than quoted.,Sneha R,2025-01-10,en,False,
9e81f156-8ae9-4a55-809c-86e5bd564159,17f18a2c-cf71-4d33-b280-721a33376dca,4,Affordable prices and quality care. The reception staff is also very polite.,Vikram T,2025-01-09,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
d752e905-478e-45d5-86be-2bb09fbc7bf4,76fb61ba-b9e4-4c15-9115-505453cec359,4,Friendly staff and competent doctors. No complaints at all.,Amit K,2024-11-25,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
12a59f07-f444-44c7-ae24-55a9519adf25,77cb6d3b-e2a3-479c-890d-7b146f837fb0,2,Billing department made errors. Had to argue to get correct amount.,Divya R,2024-12-01,en,False,
4b50b601-d4a0-4169-9d92-af03438735de,ff25e902-2f69-48ff-aafc-d181e0452b87,5,साफ-सुथरा और professional clinic। recommend करता हूं।,Deepa V,2024-11-23,hi,False,
c1c9e3b3-3ebe-4f30-a443-61b21650fae5,5c762e17-4c96-4682-b7bb-0b5a5c210b5a,4,साफ-सुथरा और professional clinic। recommend करता हूं।,Manoj L,2024-11-28,hi,False,
0ed2a0c5-0c84-45f3-82f1-4df984b7c2ab,d34a9a6d-4d2e-4269-8a13-47ebe1f9bbfa,4,स्टाफ बहुत helpful है। समय पर treatment मिला।,Kavita D,2024-12-21,hi,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
33dd6aef-ef1f-4c8c-9c87-0ab1fc5a2d70,9f127e9e-7b99-4630-b32d-e32e0323741d,5,Friendly staff and competent doctors. No complaints at all.,Anjali P,2024-11-22,en,False,
d468fe40-ea58-400a-b57a-eba3787385e3,db95673d-1e1a-458f-ba4e-6eb26cf4d69a,2,Appointment got cancelled last minute without notice. Unprofessional.,Manoj L,2024-10-28,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
172f11dc-6176-4d9f-9a5b-14ebe2074ae3,0bf8659e-fc14-406d-9e91-30f304295e3f,5,Had a great experience. The doctor was patient and thorough.,Anjali P,2024-08-13,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
864488a1-4609-4d20-bc88-45c1b54ca6e5,76fb61ba-b9e4-4c15-9115-505453cec359,2,Saw dust and dirt in the examination room. Concerning for a medical facility.,Meera N,2024-08-04,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
c4cab3b3-55b2-444d-ac1b-8df59d197e6a,5fac8155-dbfb-4de0-82c3-daca29feeb49,4,Best clinic in the area. Staff is very helpful and caring.,Sanjay P,2024-09-06,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
4e940fb1-ccce-4ee7-9e60-5c5e8cd36630,441f5724-2418-4655-ba29-d09d1a34c32b,4,साफ-सुथरा और professional clinic। recommend करता हूं।,Sanjay P,2024-09-10,hi,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
a3791196-cb9c-4694-9a23-ca649792a856,ff25e902-2f69-48ff-aafc-d181e0452b87,4,Friendly staff and competent doctors. No complaints at all.,Nitin K,2024-12-08,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
b80e78cf-07e0-4d91-b3ac-ffd3918ba4df,0a75782b-7db9-47d4-b61f-1be39f23eb90,3,Normal experience. Prices are reasonable.,Pooja G,2024-07-27,en,False,
948ebdc6-0919-46f4-bbe3-7497243806b0,77db6679-766f-48c1-bd35-091cb42a5e6c,4,Clean facility and minimal wait time. Very satisfied.,Kiran J,2024-11-08,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
8171eb42-ab65-40af-ae5c-a2a8453e9d0b,0f6e0eb2-eb1a-4904-8c85-65ead0a07f90,4,Friendly staff and competent doctors. No complaints at all.,Amit K,2024-09-02,en,False,
9cd72e4f-5f95-46bd-bb5f-ae1db18e0edf,0a75782b-7db9-47d4-b61f-1be39f23eb90,4,Best clinic in the area. Staff is very helpful and caring.,Nitin K,2024-07-04,en,False,
43dfe34a-908f-4c12-9e60-6b16291fd353,7a8a8e58-55e0-439f-84cc-a5b740dbd121,3,It was fine. Nothing exceptional but got the job done.,Divya R,2024-08-05,en,False,
ba940adc-4a13-4bf2-be37-60216efce933,7a8a8e58-55e0-439f-84cc-a5b740dbd121,4,The doctors here are very knowledgeable. Great experience overall.,Vikram T,2024-09-28,en,False,
e21a2101-a5c0-47ae-a727-8f384ee79e55,5b4b6950-6824-492e-8244-6bd6971d0b95,4,Affordable prices and quality care. The reception staff is also very polite.,Kavita D,2025-01-03,en,False,
cb7b659c-27ea-45c8-954e-ad563f0c51b1,76fb61ba-b9e4-4c15-9115-505453cec359,5,The doctors here are very knowledgeable. Great experience overall.,Shweta M,2024-09-25,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
54fca256-de79-4b84-bae9-a3714da17f7a,976ea37d-8af8-4210-8b47-fc09b6a346ff,3,Normal experience. Prices are reasonable.,Divya R,2024-06-28,en,False,
632724ab-430e-46f3-a66a-ff1df139c963,7103955b-c2c2-4742-a11f-361b8abd9d41,2,The clinic was not clean. Hygiene standards need improvement.,Gaurav H,2024-11-13,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
47a1a3fd-3c02-40aa-bf76-a3815c92b126,82ed208b-1cca-4e5f-803d-2754558b4cb7,4,The doctors here are very knowledgeable. Great experience overall.,Priya M,2024-07-06,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
1093bcde-216b-40a7-9939-e25b8d473ac0,441f5724-2418-4655-ba29-d09d1a34c32b,5,साफ-सुथरा और professional clinic। recommend करता हूं।,Kavita D,2024-07-05,hi,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
f99101c9-8c42-49fc-a4d6-ff993293cd74,976ea37d-8af8-4210-8b47-fc09b6a346ff,3,Okay visit. Could improve on waiting area comfort.,Vikram T,2024-10-29,en,False,
e7fe0069-1065-4ae9-96d0-9a3f1d3dedd8,ff25e902-2f69-48ff-aafc-d181e0452b87,4,Friendly staff and competent doctors. No complaints at all.,Arun G,2024-09-13,en,False,
ee23afcd-5881-4ea8-adb5-3d76a934801e,cd6dba72-7947-443e-a3ae-e55beb091559,4,Best clinic in the area. Staff is very helpful and caring.,Anita S,2025-01-05,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
fffdd92c-4dc4-4e87-a6f4-f5d45dc37e4c,34b60802-ad5c-4b43-be62-077f1101aea4,2,Charged extra without explanation. Bill was 50% more than quoted.,Gaurav H,2024-07-02,en,False,
3d935fd2-f75d-429e-b9a7-7534a001cd9c,29e0527a-02d7-4c76-8bfc-a9ffe4dfc971,2,Very long wait time despite appointment. Disappointing.,Deepa V,2024-06-13,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
a0fb9c71-7bbe-423a-bce1-794591091af8,e5ccf545-9f84-49c9-b182-f89274aeb1e9,3,Average service. Doctor was helpful but staff could be friendlier.,Gaurav H,2024-07-24,en,False,
d3a8efad-44d9-42dd-81c6-0f9401c6efaa,ff25e902-2f69-48ff-aafc-d181e0452b87,5,साफ-सुथरा और professional clinic। recommend करता हूं।,Vikram T,2024-06-01,hi,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
5e4dc75b-d84d-4dca-9bb4-770ac3d8325e,e5ccf545-9f84-49c9-b182-f89274aeb1e9,4,The doctors here are very knowledgeable. Great experience overall.,Vikram T,2024-11-17,en,False,
7a03aba9-7f22-4040-ba31-81dd3837408b,7103955b-c2c2-4742-a11f-361b8abd9d41,3,Normal experience. Prices are reasonable.,Priya M,2024-06-05,en,True,Thank you for your feedback. We're constantly working to improve our services.
c395eaf6-1f06-4e52-9081-ec343ad46a3b,bae89f03-99cc-4047-9ceb-2c85bf045ce1,5,बहुत अच्छी सेवा। डॉक्टर बहुत अनुभवी हैं।,Kavita D,2024-09-30,hi,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
b6355013-4f85-428e-bdc9-d7211cab6324,717110fa-5458-408d-8d59-12b3e9e19fd6,4,Friendly staff and competent doctors. No complaints at all.,Rekha D,2024-06-12,en,False,
460a8f3c-d6df-4afb-85cb-f8e7d7a4869d,ff25e902-2f69-48ff-aafc-d181e0452b87,4,Excellent service and very professional staff. Highly recommended!,Swati B,2024-06-16,en,False,
d9085792-0e4a-4ddb-8da6-c716b68c872e,96ba4331-2862-4a3a-bff5-8528e6eaaa28,4,Had a great experience. The doctor was patient and thorough.,Suresh B,2024-06-19,en,False,
34718f05-3df1-4a73-a38f-31716b6c10e3,ee0b8a22-03cf-4954-85dd-ef9608d53a07,5,Friendly staff and competent doctors. No complaints at all.,Ravi S,2024-10-19,en,False,
506b4b8e-4e60-4b3e-82c5-c29f4ce5fa68,e5ccf545-9f84-49c9-b182-f89274aeb1e9,4,Friendly staff and competent doctors. No complaints at all.,Vivek R,2024-09-19,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
608a6aa4-7038-4f22-893b-95007d4560ac,bae89f03-99cc-4047-9ceb-2c85bf045ce1,4,Top-notch medical care. The entire team is professional.,Sunita K,2024-12-02,en,False,
c2625b4c-9c35-4e8e-9d38-06fc16ec30b7,96ba4331-2862-4a3a-bff5-8528e6eaaa28,5,Had a great experience. The doctor was patient and thorough.,Sneha R,2024-09-11,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
b587c93b-07e1-4f70-9b19-a67b0a26d709,441f5724-2418-4655-ba29-d09d1a34c32b,5,Clean facility and minimal wait time. Very satisfied.,Amit K,2024-11-23,en,False,
723af594-3d71-4d31-9f5b-d9808dddcdf8,76fb61ba-b9e4-4c15-9115-505453cec359,5,Very hygienic place with modern equipment. Doctors explain everything clearly.,Priya M,2024-12-25,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
373a8b76-e6b0-4875-b280-184e613de638,ee0b8a22-03cf-4954-85dd-ef9608d53a07,4,The doctors here are very knowledgeable. Great experience overall.,Anita S,2024-09-14,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
8cb50ad7-a746-4d51-82d0-87fd3f62362b,0765bb0b-d2f2-472a-991a-229cc52bbb05,4,Excellent service and very professional staff. Highly recommended!,Kavita D,2024-08-13,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
c72fa6a3-0c30-495e-9ba7-c595ace0f099,69570c06-47a2-4e00-8735-2b7dba3156be,3,Okay visit. Could improve on waiting area comfort.,Kavita D,2024-07-28,en,False,
d79b69a8-2d6b-40fb-9295-0c8f49accf16,f3d68d94-637c-4a8c-801e-d1192fc4756c,4,Friendly staff and competent doctors. No complaints at all.,Swati B,2024-07-28,en,False,
ed758fdb-1321-4afc-b79e-de8b594f91b8,98e37f24-40aa-4948-8e8e-073e92aaa50d,4,Top-notch medical care. The entire team is professional.,Anita S,2024-06-07,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
2285ce14-ebc5-4dfd-8dc1-ce1cd9a2c150,f3d68d94-637c-4a8c-801e-d1192fc4756c,5,Quick diagnosis and effective treatment. Will visit again.,Anjali P,2024-08-26,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
169d823e-97c7-4b52-b543-49956fa1ad46,ff25e902-2f69-48ff-aafc-d181e0452b87,4,Clean facility and minimal wait time. Very satisfied.,Rahul S,2024-12-07,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
25e70f8a-c7bf-4d0d-9807-2d25a5629ccb,76fb61ba-b9e4-4c15-9115-505453cec359,4,Had a great experience. The doctor was patient and thorough.,Meera N,2024-08-27,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
9941a08f-6baf-4c3b-a945-02f4f8a7ee9c,b17098f7-b6cf-4530-8699-0166dddd5fe5,3,Decent clinic. Average wait time but service was okay.,Anjali P,2025-01-13,en,True,Thank you for your feedback. We're constantly working to improve our services.
e67f94ff-afb0-49fd-b4d5-c428d1281ac3,5b4b6950-6824-492e-8244-6bd6971d0b95,5,स्टाफ बहुत helpful है। समय पर treatment मिला।,Pooja G,2024-11-17,hi,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
08839e44-5499-4672-83a3-d132da34500e,96ba4331-2862-4a3a-bff5-8528e6eaaa28,5,The doctors here are very knowledgeable. Great experience overall.,Meera N,2024-08-28,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
7ca6802e-3d58-41d0-9967-0efac7ed6618,976ea37d-8af8-4210-8b47-fc09b6a346ff,3,Normal experience. Prices are reasonable.,Pooja G,2024-06-12,en,True,Thank you for your feedback. We're constantly working to improve our services.
cb9085ee-bab5-44f4-82eb-c4fbb286d06f,76fb61ba-b9e4-4c15-9115-505453cec359,5,Clean facility and minimal wait time. Very satisfied.,Suresh B,2024-12-13,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
24206884-31b7-4a18-9772-c0e4f617ce8b,bae89f03-99cc-4047-9ceb-2c85bf045ce1,5,Clean facility and minimal wait time. Very satisfied.,Deepa V,2024-09-06,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
6e48a103-850d-4907-897c-a71d8e40f302,1302182e-13c4-4fdd-be4f-8d17a5fe4a04,2,The wait time is ridiculous. I had an appointment but still waited 90 minutes.,Amit K,2024-06-05,en,True,We sincerely apologize for your experience. We take your feedback seriously and will address these concerns. Please contact us directly so we can make things right.
16a77b2e-e70a-4360-a2ea-dabde8f2fd38,ff25e902-2f69-48ff-aafc-d181e0452b87,4,Affordable prices and quality care. The reception staff is also very polite.,Rahul S,2024-08-14,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
e71ca39a-4e77-4a13-a9ed-345dd56551a3,7a8a8e58-55e0-439f-84cc-a5b740dbd121,5,Had a great experience. The doctor was patient and thorough.,Kavita D,2024-12-30,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
95ac843b-d442-4043-9781-b9842549c183,76fb61ba-b9e4-4c15-9115-505453cec359,3,Average service. Doctor was helpful but staff could be friendlier.,Ravi S,2024-09-11,en,False,
a6fb3cd3-46a7-4557-a145-ff49bdccad04,ff25e902-2f69-48ff-aafc-d181e0452b87,4,Clean facility and minimal wait time. Very satisfied.,Sneha R,2024-06-20,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
d826649b-da26-4b9b-9b26-547376d2f3cd,17f18a2c-cf71-4d33-b280-721a33376dca,5,Very hygienic place with modern equipment. Doctors explain everything clearly.,Kiran J,2024-12-04,en,False,
4a943a4f-1598-48b8-b69b-72f7f440b196,b8524585-4c69-4f46-bfe2-60dda7ced2ed,4,बहुत अच्छी सेवा। डॉक्टर बहुत अनुभवी हैं।,Prakash N,2024-07-15,hi,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
0f1f0b6d-e79f-4986-9d88-97174e664dda,5b4b6950-6824-492e-8244-6bd6971d0b95,5,Had a great experience. The doctor was patient and thorough.,Prakash N,2024-09-27,en,False,
83a73d42-49a7-4419-b900-fcf6ecf49e26,98e37f24-40aa-4948-8e8e-073e92aaa50d,4,Friendly staff and competent doctors. No complaints at all.,Kiran J,2024-08-22,en,False,
c98343a0-cd1d-40e2-a400-477e9f4f8482,441f5724-2418-4655-ba29-d09d1a34c32b,5,Quick diagnosis and effective treatment. Will visit again.,Priya M,2024-12-21,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
e915889f-d3c2-4f83-b117-cacc58f049be,34b60802-ad5c-4b43-be62-077f1101aea4,5,Excellent service and very professional staff. Highly recommended!,Meera N,2024-06-15,en,True,Thank you for your kind words! We're glad you had a positive experience. Looking forward to serving you again.
c495689e-cd17-4578-b7b7-fcd8653acdf3,76fb61ba-b9e4-4c15-9115-505453cec359,3,Average service. Doctor was helpful but staff could be friendlier.,Manoj L,2024-10-31,en,False,
